Saison;DateMatch;Journee;Equipe;Competition;Lieu;Score
1995-96;;29;Mouloudia Club Oujda;Championnat;Exterieur;1-0
1995-96;;30;Tihad Sportif Casablanca;Championnat;Domicile;1-0
1996-97;;1;Jeunesse Sportive Massira;Championnat;Exterieur;2-0
1996-97;;2;Wydad Athletic de Fes;Championnat;Domicile;1-1
1996-97;;3;Sporting Club Chabab de Mohammedia;Championnat;Domicile;0-2
1996-97;;4;Forces Armees Royales;Championnat;Exterieur;0-0
1996-97;;5;Hassania Union Sport Agadir;Championnat;Domicile;1-0
1996-97;;6;Club Omnisport de Meknes;Championnat;Exterieur;0-1
1996-97;;7;Kawkab Athletic Club de Marrakech;Championnat;Domicile;1-1
1996-97;;8;Moghreb Athletic de Tetouan;Championnat;Exterieur;2-0
1996-97;;9;Mouloudia Club Oujda;Championnat;Domicile;7-0
1996-97;;10;Raja Club Athletic;Championnat;Domicile;2-2
1996-97;;11;Renaissance Sportive de Settat;Championnat;Domicile;1-0
1996-97;;12;Sporting Athletic de Sale;Championnat;Exterieur;3-0
1996-97;;13;Difaa Hassani Jadidi;Championnat;Domicile;1-2
1996-97;;14;Union Sidi Kacem;Championnat;Exterieur;2-2
1996-97;;15;Olympique Club de Khouribga;Championnat;Domicile;2-0
1996-97;;16;Jeunesse Sportive Massira;Championnat;Domicile;2-0
1996-97;;17;Wydad Athletic de Fes;Championnat;Exterieur;0-1
1996-97;;18;Sporting Club Chabab de Mohammedia;Championnat;Exterieur;1-1
1996-97;;19;Forces Armees Royales;Championnat;Domicile;1-1
1996-97;;20;Hassania Union Sport Agadir;Championnat;Exterieur;0-0
1996-97;;21;Club Omnisport de Meknes;Championnat;Domicile;1-0
1996-97;;22;Kawkab Athletic Club de Marrakech;Championnat;Exterieur;0-0
1996-97;;23;Moghreb Athletic de Tetouan;Championnat;Domicile;4-1
1996-97;;24;Mouloudia Club Oujda;Championnat;Exterieur;4-0
1996-97;;25;Raja Club Athletic;Championnat;Domicile;2-2
1996-97;;26;Renaissance Sportive de Settat;Championnat;Exterieur;2-0
1996-97;;27;Sporting Athletic de Sale;Championnat;Domicile;2-2
1996-97;;28;Difaa Hassani Jadidi;Championnat;Exterieur;0-2
1996-97;;29;Union Sidi Kacem;Championnat;Domicile;1-0
1996-97;;30;Olympique Club de Khouribga;Championnat;Exterieur;2-0
1997-98;;1;Olympique Club de Khouribga;Championnat;Domicile;4-1
1997-98;;2;Jeunesse Sportive Massira;Championnat;Exterieur;0-1
1997-98;;3;Renaissance Sportive de Settat;Championnat;Exterieur;1-0
1997-98;;4;Sporting Club Chabab de Mohammedia;Championnat;Domicile;1-1
1997-98;;5;Forces Armees Royales;Championnat;Exterieur;0-2
1997-98;;6;Hassania Union Sport Agadir;Championnat;Domicile;0-1
1997-98;;7;Wydad Athletic de Fes;Championnat;Exterieur;0-1
1997-98;;8;Difaa Hassani Jadidi;Championnat;Domicile;1-0
1997-98;;9;Mouloudia Club Oujda;Championnat;Exterieur;2-1
1997-98;;10;Raja Club Athletic;Championnat;Domicile;0-0
1997-98;;11;Ittihad Riadi de Tanger;Championnat;Exterieur;1-1
1997-98;;12;Sporting Athletic de Sale;Championnat;Domicile;1-1
1997-98;;13;Kawkab Athletic Club de Marrakech;Championnat;Exterieur;0-1
1997-98;;14;Maghreb Association Sportive;Championnat;Domicile;1-0
1997-98;;15;Club Omnisport de Meknes;Championnat;Exterieur;4-0
1997-98;;16;Olympique Club de Khouribga;Championnat;Exterieur;0-0
1997-98;;17;Jeunesse Sportive Massira;Championnat;Domicile;3-0
1997-98;;18;Renaissance Sportive de Settat;Championnat;Domicile;1-0
1997-98;;19;Sporting Club Chabab de Mohammedia;Championnat;Exterieur;2-1
1997-98;;20;Forces Armees Royales;Championnat;Domicile;2-1
1997-98;;21;Hassania Union Sport Agadir;Championnat;Exterieur;1-1
1997-98;;22;Wydad Athletic de Fes;Championnat;Domicile;1-0
1997-98;;23;Difaa Hassani Jadidi;Championnat;Exterieur;1-1
1997-98;;24;Mouloudia Club Oujda;Championnat;Domicile;0-0
1997-98;;25;Raja Club Athletic;Championnat;Exterieur;1-1
1997-98;;26;Ittihad Riadi de Tanger;Championnat;Domicile;3-0
1997-98;;27;Sporting Athletic de Sale;Championnat;Exterieur;0-1
1997-98;;28;Kawkab Athletic Club de Marrakech;Championnat;Domicile;1-0
1997-98;;29;Maghreb Association Sportive;Championnat;Exterieur;0-1
1997-98;;30;Club Omnisport de Meknes;Championnat;Domicile;1-0
1998-99;;1;Maghreb Association Sportive;Championnat;Exterieur;1-2
1998-99;;2;Sporting Club Chabab de Mohammedia;Championnat;Domicile;1-0
1998-99;;3;Forces Armees Royales;Championnat;Exterieur;1-2
1998-99;;4;Club Omnisport de Meknes;Championnat;Domicile;1-0
1998-99;;5;Raja Beni Mellal;Championnat;Domicile;2-0
1998-99;;6;Jeunesse Sportive Massira;Championnat;Exterieur;3-2
1998-99;;7;Difaa Hassani Jadidi;Championnat;Domicile;3-1
1998-99;;8;Wydad Athletic de Fes;Championnat;Exterieur;2-2
1998-99;;9;Kawkab Athletic Club de Marrakech;Championnat;Domicile;1-0
1998-99;;10;Mouloudia Club Oujda;Championnat;Exterieur;1-1
1998-99;;11;Fath Union Sport;Championnat;Domicile;0-0
1998-99;;12;Raja Club Athletic;Championnat;Exterieur;0-0
1998-99;;13;Olympique Club de Khouribga;Championnat;Domicile;1-2
1998-99;;14;Hassania Union Sport Agadir;Championnat;Exterieur;2-1
1998-99;;15;Sporting Athletic de Sale;Championnat;Domicile;4-1
1998-99;;16;Maghreb Association Sportive;Championnat;Domicile;5-0
1998-99;;17;Sporting Club Chabab de Mohammedia;Championnat;Exterieur;3-0
1998-99;;18;Forces Armees Royales;Championnat;Domicile;3-1
1998-99;;19;Club Omnisport de Meknes;Championnat;Exterieur;1-1
1998-99;;20;Raja Beni Mellal;Championnat;Exterieur;0-0
1998-99;;21;Jeunesse Sportive Massira;Championnat;Domicile;2-0
1998-99;;22;Difaa Hassani Jadidi;Championnat;Exterieur;2-1
1998-99;;23;Wydad Athletic de Fes;Championnat;Domicile;1-1
1998-99;;24;Kawkab Athletic Club de Marrakech;Championnat;Exterieur;0-0
1998-99;;25;Mouloudia Club Oujda;Championnat;Domicile;1-1
1998-99;;26;Fath Union Sport;Championnat;Exterieur;2-3
1998-99;;27;Raja Club Athletic;Championnat;Domicile;0-1
1998-99;;28;Olympique Club de Khouribga;Championnat;Exterieur;0-2
1998-99;;29;Hassania Union Sport Agadir;Championnat;Domicile;2-2
1998-99;;30;Sporting Athletic de Sale;Championnat;Exterieur;1-0
1999-00;;1;Maghreb Association Sportive;Championnat;Domicile;1-1
1999-00;;2;Club Omnisport de Meknes;Championnat;Exterieur;0-0
1999-00;;3;Wydad Athletic de Fes;Championnat;Exterieur;1-0
1999-00;;4;Tihad Sportif Casablanca;Championnat;Domicile;1-1
1999-00;;5;Forces Armees Royales;Championnat;Exterieur;1-1
1999-00;;6;Kawkab Athletic Club de Marrakech;Championnat;Domicile;0-0
1999-00;;7;Jeunesse Sportive Massira;Championnat;Exterieur;0-0
1999-00;;8;Renaissance Sportive de Settat;Championnat;Domicile;1-0
1999-00;;9;Raja Beni Mellal;Championnat;Exterieur;0-2
1999-00;;10;Raja Club Athletic;Championnat;Domicile;0-0
1999-00;;11;Sporting Athletic de Sale;Championnat;Exterieur;1-1
1999-00;;12;Fath Union Sport;Championnat;Domicile;1-2
1999-00;;13;Sporting Club Chabab de Mohammedia;Championnat;Exterieur;1-0
1999-00;;14;Hassania Union Sport Agadir;Championnat;Domicile;0-0
1999-00;;15;Olympique Club de Khouribga;Championnat;Exterieur;2-0
1999-00;;16;Maghreb Association Sportive;Championnat;Exterieur;0-1
1999-00;;17;Club Omnisport de Meknes;Championnat;Domicile;2-0
1999-00;;18;Wydad Athletic de Fes;Championnat;Domicile;2-0
1999-00;;19;Tihad Sportif Casablanca;Championnat;Exterieur;3-1
1999-00;;20;Forces Armees Royales;Championnat;Domicile;3-3
1999-00;;21;Kawkab Athletic Club de Marrakech;Championnat;Exterieur;2-1
1999-00;;22;Jeunesse Sportive Massira;Championnat;Domicile;3-0
1999-00;;23;Renaissance Sportive de Settat;Championnat;Exterieur;1-0
1999-00;;24;Raja Beni Mellal;Championnat;Domicile;3-0
1999-00;;25;Raja Club Athletic;Championnat;Exterieur;1-1
1999-00;;26;Sporting Athletic de Sale;Championnat;Domicile;1-1
1999-00;;27;Fath Union Sport;Championnat;Exterieur;0-1
1999-00;;28;Sporting Club Chabab de Mohammedia;Championnat;Domicile;2-0
1999-00;;29;Hassania Union Sport Agadir;Championnat;Exterieur;3-1
1999-00;;30;Olympique Club de Khouribga;Championnat;Domicile;1-0
2000-01;;1;Club Omnisport de Meknes;Championnat;Exterieur;0-0
2000-01;;2;Renaissance Sportive de Settat;Championnat;Domicile;1-3
2000-01;;3;Racing Athletic Club;Championnat;Domicile;0-0
2000-01;;4;Maghreb Association Sportive;Championnat;Exterieur;0-1
2000-01;;5;Kawkab Athletic Club de Marrakech;Championnat;Domicile;0-0
2000-01;;6;Forces Armees Royales;Championnat;Exterieur;3-0
2000-01;;7;Raja Beni Mellal;Championnat;Domicile;2-1
2000-01;;8;Sporting Club Chabab de Mohammedia;Championnat;Exterieur;0-0
2000-01;;9;Jeunesse Sportive Massira;Championnat;Domicile;1-0
2000-01;;10;Raja Club Athletic;Championnat;Exterieur;1-1
2000-01;;11;Tihad Sportif Casablanca;Championnat;Domicile;3-0
2000-01;;12;Ittihad Zemmouri de Khemisset;Championnat;Exterieur;0-0
2000-01;;13;Hassania Union Sport Agadir;Championnat;Domicile;2-2
2000-01;;14;Fath Union Sport;Championnat;Exterieur;1-1
2000-01;;15;Olympique Club de Khouribga;Championnat;Domicile;0-0
2000-01;;16;Club Omnisport de Meknes;Championnat;Domicile;4-0
2000-01;;17;Renaissance Sportive de Settat;Championnat;Exterieur;1-1
2000-01;;18;Racing Athletic Club;Championnat;Exterieur;2-1
2000-01;;19;Maghreb Association Sportive;Championnat;Domicile;1-1
2000-01;;20;Kawkab Athletic Club de Marrakech;Championnat;Exterieur;1-1
2000-01;;21;Forces Armees Royales;Championnat;Domicile;3-3
2000-01;;22;Raja Beni Mellal;Championnat;Exterieur;0-0
2000-01;;23;Sporting Club Chabab de Mohammedia;Championnat;Domicile;1-2
2000-01;;24;Jeunesse Sportive Massira;Championnat;Exterieur;2-2
2000-01;;25;Raja Club Athletic;Championnat;Domicile;0-1
2000-01;;26;Tihad Sportif Casablanca;Championnat;Exterieur;1-1
2000-01;;27;Ittihad Zemmouri de Khemisset;Championnat;Domicile;1-1
2000-01;;28;Hassania Union Sport Agadir;Championnat;Exterieur;2-0
2000-01;;29;Fath Union Sport;Championnat;Domicile;0-2
2000-01;;30;Olympique Club de Khouribga;Championnat;Exterieur;1-0
2001-02;;1;Maghreb Association Sportive;Championnat;Domicile;0-0
2001-02;;2;Renaissance Sportive de Settat;Championnat;Exterieur;1-1
2001-02;;3;Ittihad Riadi de Tanger;Championnat;Domicile;3-0
2001-02;;4;Forces Armees Royales;Championnat;Exterieur;3-0
2001-02;;5;Tihad Sportif Casablanca;Championnat;Exterieur;1-0
2001-02;;6;Club Omnisport de Meknes;Championnat;Domicile;1-0
2001-02;;7;Stade Marocain;Championnat;Exterieur;3-0
2001-02;;8;Raja Beni Mellal;Championnat;Domicile;1-1
2001-02;;9;Kawkab Athletic Club de Marrakech;Championnat;Exterieur;1-0
2001-02;;10;Jeunesse Sportive Massira;Championnat;Domicile;3-2
2001-02;;11;Fath Union Sport;Championnat;Exterieur;0-1
2001-02;;12;Raja Club Athletic;Championnat;Domicile;2-0
2001-02;;13;Ittihad Zemmouri de Khemisset;Championnat;Exterieur;1-0
2001-02;;14;Hassania Union Sport Agadir;Championnat;Domicile;1-0
2001-02;;15;Olympique Club de Khouribga;Championnat;Exterieur;1-1
2001-02;;16;Maghreb Association Sportive;Championnat;Exterieur;0-0
2001-02;;17;Renaissance Sportive de Settat;Championnat;Domicile;0-0
2001-02;;18;Ittihad Riadi de Tanger;Championnat;Exterieur;2-2
2001-02;;19;Forces Armees Royales;Championnat;Domicile;1-0
2001-02;;20;Tihad Sportif Casablanca;Championnat;Domicile;1-0
2001-02;;21;Club Omnisport de Meknes;Championnat;Exterieur;0-1
2001-02;;22;Stade Marocain;Championnat;Domicile;3-0
2001-02;;23;Raja Beni Mellal;Championnat;Exterieur;2-0
2001-02;;24;Kawkab Athletic Club de Marrakech;Championnat;Domicile;2-0
2001-02;;25;Jeunesse Sportive Massira;Championnat;Exterieur;1-1
2001-02;;26;Fath Union Sport;Championnat;Domicile;1-0
2001-02;;27;Raja Club Athletic;Championnat;Exterieur;2-0
2001-02;;28;Ittihad Zemmouri de Khemisset;Championnat;Domicile;1-0
2001-02;;29;Hassania Union Sport Agadir;Championnat;Exterieur;0-1
2001-02;;30;Olympique Club de Khouribga;Championnat;Domicile;0-1
2002-03;;1;Fath Union Sport;Championnat;Exterieur;1-1
2002-03;;2;Ittihad Riadi de Tanger;Championnat;Domicile;2-0
2002-03;;3;Kenitra Athletic Club;Championnat;Exterieur;2-1
2002-03;;4;Renaissance Sportive de Settat;Championnat;Domicile;0-1
2002-03;;5;Tihad Sportif Casablanca;Championnat;Domicile;1-0
2002-03;;6;Ittihad Zemmouri de Khemisset;Championnat;Exterieur;2-1
2002-03;;7;Kawkab Athletic Club de Marrakech;Championnat;Domicile;0-0
2002-03;;8;Forces Armees Royales;Championnat;Exterieur;0-0
2002-03;;9;Olympique Club de Khouribga;Championnat;Domicile;1-1
2002-03;;10;Jeunesse Sportive Massira;Championnat;Exterieur;0-0
2002-03;;11;Club Omnisport de Meknes;Championnat;Domicile;2-1
2002-03;;12;Raja Club Athletic;Championnat;Exterieur;0-1
2002-03;;13;Sporting Club Chabab de Mohammedia;Championnat;Domicile;1-0
2002-03;;14;Maghreb Association Sportive;Championnat;Exterieur;1-1
2002-03;;15;Hassania Union Sport Agadir;Championnat;Domicile;0-1
2002-03;;16;Fath Union Sport;Championnat;Domicile;0-0
2002-03;;17;Ittihad Riadi de Tanger;Championnat;Exterieur;2-0
2002-03;;18;Kenitra Athletic Club;Championnat;Domicile;0-0
2002-03;;19;Renaissance Sportive de Settat;Championnat;Exterieur;1-0
2002-03;;20;Tihad Sportif Casablanca;Championnat;Exterieur;0-0
2002-03;;21;Ittihad Zemmouri de Khemisset;Championnat;Domicile;1-1
2002-03;;22;Kawkab Athletic Club de Marrakech;Championnat;Exterieur;1-0
2002-03;;23;Forces Armees Royales;Championnat;Domicile;1-1
2002-03;;24;Olympique Club de Khouribga;Championnat;Exterieur;0-0
2002-03;;25;Jeunesse Sportive Massira;Championnat;Domicile;1-0
2002-03;;26;Club Omnisport de Meknes;Championnat;Exterieur;2-1
2002-03;;27;Raja Club Athletic;Championnat;Domicile;0-3
2002-03;;28;Sporting Club Chabab de Mohammedia;Championnat;Exterieur;2-0
2002-03;;29;Maghreb Association Sportive;Championnat;Domicile;1-0
2002-03;;30;Hassania Union Sport Agadir;Championnat;Exterieur;0-0
2003-04;;1;Club Omnisport de Meknes;Championnat;Domicile;0-0
2003-04;;2;Association Sportive de Sale;Championnat;Exterieur;1-0
2003-04;;3;Maghreb Association Sportive;Championnat;Exterieur;1-1
2003-04;;4;Forces Armees Royales;Championnat;Domicile;0-0
2003-04;;5;Ittihad Zemmouri de Khemisset;Championnat;Exterieur;0-0
2003-04;;6;Sporting Club Chabab de Mohammedia;Championnat;Exterieur;2-0
2003-04;;7;Jeunesse Sportive Massira;Championnat;Exterieur;1-0
2003-04;;8;Kenitra Athletic Club;Championnat;Domicile;2-0
2003-04;;9;Mouloudia Club Oujda;Championnat;Exterieur;0-0
2003-04;;10;Raja Club Athletic;Championnat;Domicile;0-1
2003-04;;11;Ittihad Riadi de Tanger;Championnat;Exterieur;0-1
2003-04;;12;Hassania Union Sport Agadir;Championnat;Domicile;1-0
2003-04;;13;Olympique Club de Khouribga;Championnat;Exterieur;0-0
2003-04;;14;Kawkab Athletic Club de Marrakech;Championnat;Domicile;1-0
2003-04;;15;Renaissance Sportive de Settat;Championnat;Exterieur;3-0
2003-04;;16;Club Omnisport de Meknes;Championnat;Exterieur;2-0
2003-04;;17;Association Sportive de Sale;Championnat;Domicile;0-0
2003-04;;18;Maghreb Association Sportive;Championnat;Domicile;1-0
2003-04;;19;Forces Armees Royales;Championnat;Exterieur;0-0
2003-04;;20;Ittihad Zemmouri de Khemisset;Championnat;Domicile;0-0
2003-04;;21;Sporting Club Chabab de Mohammedia;Championnat;Exterieur;1-1
2003-04;;22;Jeunesse Sportive Massira;Championnat;Domicile;0-0
2003-04;;23;Kenitra Athletic Club;Championnat;Exterieur;1-0
2003-04;;24;Mouloudia Club Oujda;Championnat;Domicile;0-0
2003-04;;25;Raja Club Athletic;Championnat;Exterieur;0-2
2003-04;;26;Ittihad Riadi de Tanger;Championnat;Domicile;0-0
2003-04;;27;Hassania Union Sport Agadir;Championnat;Exterieur;1-0
2003-04;;28;Olympique Club de Khouribga;Championnat;Domicile;0-1
2003-04;;29;Kawkab Athletic Club de Marrakech;Championnat;Exterieur;0-1
2003-04;;30;Renaissance Sportive de Settat;Championnat;Domicile;1-0
2004-05;;1;Ittihad Riadi de Tanger;Championnat;Exterieur;3-0
2004-05;;2;Olympique Club de Khouribga;Championnat;Domicile;3-1
2004-05;;3;Jeunesse Sportive Massira;Championnat;Domicile;1-1
2004-05;;4;Club Omnisport de Meknes;Championnat;Exterieur;0-1
2004-05;;5;Kawkab Athletic Club de Marrakech;Championnat;Domicile;2-0
2004-05;;6;Olympique Safi;Championnat;Exterieur;0-0
2004-05;;7;Forces Armees Royales;Championnat;Domicile;1-0
2004-05;;8;Association Sportive de Sale;Championnat;Exterieur;2-0
2004-05;;9;Mouloudia Club Oujda;Championnat;Domicile;1-0
2004-05;;10;Raja Club Athletic;Championnat;Exterieur;1-1
2004-05;;11;Maghreb Association Sportive;Championnat;Domicile;0-0
2004-05;;12;Sporting Club Chabab de Mohammedia;Championnat;Exterieur;3-0
2004-05;;13;Hassania Union Sport Agadir;Championnat;Domicile;2-0
2004-05;;14;Ittihad Zemmouri de Khemisset;Championnat;Exterieur;0-0
2004-05;;15;Union Touarga Sport;Championnat;Domicile;2-0
2004-05;;16;Ittihad Riadi de Tanger;Championnat;Domicile;4-1
2004-05;;17;Olympique Club de Khouribga;Championnat;Exterieur;1-1
2004-05;;18;Jeunesse Sportive Massira;Championnat;Exterieur;0-2
2004-05;;19;Club Omnisport de Meknes;Championnat;Domicile;1-0
2004-05;;20;Kawkab Athletic Club de Marrakech;Championnat;Exterieur;0-1
2004-05;;21;Olympique Safi;Championnat;Domicile;0-0
2004-05;;22;Forces Armees Royales;Championnat;Exterieur;0-0
2004-05;;23;Association Sportive de Sale;Championnat;Domicile;1-1
2004-05;;24;Mouloudia Club Oujda;Championnat;Exterieur;1-1
2004-05;;25;Raja Club Athletic;Championnat;Domicile;0-1
2004-05;;26;Maghreb Association Sportive;Championnat;Exterieur;1-0
2004-05;;27;Sporting Club Chabab de Mohammedia;Championnat;Domicile;0-0
2004-05;;28;Hassania Union Sport Agadir;Championnat;Exterieur;0-0
2004-05;;29;Ittihad Zemmouri de Khemisset;Championnat;Domicile;1-1
2004-05;;30;Union Touarga Sport;Championnat;Exterieur;1-1
2005-06;;1;Sporting Club Chabab de Mohammedia;Championnat;Domicile;1-0
2005-06;;2;Difaa Hassani Jadidi;Championnat;Exterieur;2-1
2005-06;;3;Mouloudia Club Oujda;Championnat;Exterieur;1-0
2005-06;;4;Moghreb Athletic de Tetouan;Championnat;Domicile;2-0
2005-06;;5;Forces Armees Royales;Championnat;Exterieur;0-0
2005-06;;6;Olympique Safi;Championnat;Domicile;1-0
2005-06;;7;Ittihad Zemmouri de Khemisset;Championnat;Exterieur;1-1
2005-06;;8;Association Sportive de Sale;Championnat;Domicile;1-0
2005-06;;9;Jeunesse Sportive Massira;Championnat;Exterieur;0-0
2005-06;;10;Raja Club Athletic;Championnat;Domicile;1-2
2005-06;;11;Ittihad Riadi de Tanger;Championnat;Exterieur;1-1
2005-06;;12;Union Touarga Sport;Championnat;Domicile;3-0
2005-06;;13;Hassania Union Sport Agadir;Championnat;Exterieur;1-2
2005-06;;14;Olympique Club de Khouribga;Championnat;Domicile;2-1
2005-06;;15;Club Omnisport de Meknes;Championnat;Exterieur;1-0
2005-06;;16;Sporting Club Chabab de Mohammedia;Championnat;Exterieur;1-0
2005-06;;17;Difaa Hassani Jadidi;Championnat;Domicile;0-0
2005-06;;18;Mouloudia Club Oujda;Championnat;Domicile;2-1
2005-06;;19;Moghreb Athletic de Tetouan;Championnat;Exterieur;2-1
2005-06;;20;Forces Armees Royales;Championnat;Domicile;1-0
2005-06;;21;Olympique Safi;Championnat;Exterieur;1-1
2005-06;;22;Ittihad Zemmouri de Khemisset;Championnat;Domicile;0-0
2005-06;;23;Association Sportive de Sale;Championnat;Exterieur;1-0
2005-06;;24;Jeunesse Sportive Massira;Championnat;Domicile;1-0
2005-06;;25;Raja Club Athletic;Championnat;Exterieur;1-1
2005-06;;26;Ittihad Riadi de Tanger;Championnat;Domicile;2-0
2005-06;;27;Union Touarga Sport;Championnat;Exterieur;1-0
2005-06;;28;Hassania Union Sport Agadir;Championnat;Domicile;1-1
2005-06;;29;Olympique Club de Khouribga;Championnat;Exterieur;0-2
2005-06;;30;Club Omnisport de Meknes;Championnat;Domicile;1-1
2006-07;;1;Hassania Union Sport Agadir;Championnat;Exterieur;2-1
2006-07;;2;Association Sportive de Sale;Championnat;Domicile;1-1
2006-07;;3;Difaa Hassani Jadidi;Championnat;Exterieur;0-0
2006-07;;4;Ittihad Zemmouri de Khemisset;Championnat;Domicile;3-1
2006-07;;5;Raja Club Athletic;Championnat;Exterieur;1-0
2006-07;;6;Moghreb Athletic de Tetouan;Championnat;Domicile;3-0
2006-07;;7;Maghreb Association Sportive;Championnat;Exterieur;0-0
2006-07;;8;Jeunesse Sportive Massira;Championnat;Domicile;2-1
2006-07;;9;Forces Armees Royales;Championnat;Exterieur;1-0
2006-07;;10;Olympique Safi;Championnat;Domicile;0-1
2006-07;;11;Olympique Club de Khouribga;Championnat;Exterieur;0-2
2006-07;;12;Mouloudia Club Oujda;Championnat;Domicile;2-1
2006-07;;13;Kawkab Athletic Club de Marrakech;Championnat;Domicile;1-1
2006-07;;14;Ittihad Riadi de Tanger;Championnat;Exterieur;0-0
2006-07;;15;Club Omnisport de Meknes;Championnat;Domicile;1-0
2006-07;;16;Hassania Union Sport Agadir;Championnat;Domicile;1-1
2006-07;;17;Association Sportive de Sale;Championnat;Exterieur;3-0
2006-07;;18;Difaa Hassani Jadidi;Championnat;Domicile;1-1
2006-07;;19;Ittihad Zemmouri de Khemisset;Championnat;Exterieur;0-0
2006-07;;20;Raja Club Athletic;Championnat;Domicile;1-1
2006-07;;21;Moghreb Athletic de Tetouan;Championnat;Exterieur;2-4
2006-07;;22;Maghreb Association Sportive;Championnat;Domicile;2-0
2006-07;;23;Jeunesse Sportive Massira;Championnat;Exterieur;0-1
2006-07;;24;Forces Armees Royales;Championnat;Domicile;1-0
2006-07;;25;Olympique Safi;Championnat;Exterieur;1-1
2006-07;;26;Olympique Club de Khouribga;Championnat;Domicile;0-0
2006-07;;27;Mouloudia Club Oujda;Championnat;Exterieur;0-0
2006-07;;28;Kawkab Athletic Club de Marrakech;Championnat;Exterieur;0-0
2006-07;;29;Ittihad Riadi de Tanger;Championnat;Domicile;1-2
2006-07;;30;Club Omnisport de Meknes;Championnat;Exterieur;0-0
2007-08;;1;Kenitra Athletic Club;Championnat;Domicile;3-0
2007-08;;2;Hassania Union Sport Agadir;Championnat;Exterieur;0-0
2007-08;;3;Fath Union Sport;Championnat;Domicile;2-1
2007-08;;4;Difaa Hassani Jadidi;Championnat;Exterieur;0-1
2007-08;;5;Kawkab Athletic Club de Marrakech;Championnat;Domicile;1-1
2007-08;;6;Club Omnisport de Meknes;Championnat;Exterieur;1-0
2007-08;;7;Mouloudia Club Oujda;Championnat;Domicile;4-1
2007-08;;8;Raja Club Athletic;Championnat;Exterieur;0-2
2007-08;;9;Moghreb Athletic de Tetouan;Championnat;Domicile;0-0
2007-08;;10;Jeunesse Sportive Massira;Championnat;Exterieur;1-1
2007-08;;11;Ittihad Zemmouri de Khemisset;Championnat;Domicile;0-2
2007-08;;12;Olympique Safi;Championnat;Exterieur;1-2
2007-08;;13;Forces Armees Royales;Championnat;Domicile;0-0
2007-08;;14;Maghreb Association Sportive;Championnat;Exterieur;3-0
2007-08;;15;Olympique Club de Khouribga;Championnat;Domicile;0-0
2007-08;;16;Kenitra Athletic Club;Championnat;Exterieur;1-0
2007-08;;17;Hassania Union Sport Agadir;Championnat;Domicile;1-1
2007-08;;18;Fath Union Sport;Championnat;Exterieur;0-0
2007-08;;19;Difaa Hassani Jadidi;Championnat;Domicile;2-1
2007-08;;20;Kawkab Athletic Club de Marrakech;Championnat;Exterieur;0-1
2007-08;;21;Club Omnisport de Meknes;Championnat;Domicile;1-1
2007-08;;22;Mouloudia Club Oujda;Championnat;Exterieur;0-2
2007-08;;23;Raja Club Athletic;Championnat;Domicile;0-1
2007-08;;24;Moghreb Athletic de Tetouan;Championnat;Exterieur;1-0
2007-08;;25;Jeunesse Sportive Massira;Championnat;Domicile;1-1
2007-08;;26;Ittihad Zemmouri de Khemisset;Championnat;Exterieur;0-1
2007-08;;27;Olympique Safi;Championnat;Domicile;1-1
2007-08;;28;Forces Armees Royales;Championnat;Exterieur;2-1
2007-08;;29;Maghreb Association Sportive;Championnat;Domicile;1-0
2007-08;;30;Olympique Club de Khouribga;Championnat;Exterieur;1-1
2008-09;;1;Maghreb Association Sportive;Championnat;Exterieur;0-0
2008-09;;2;Kenitra Athletic Club;Championnat;Domicile;1-0
2008-09;;3;Olympique Club de Khouribga;Championnat;Domicile;0-1
2008-09;;4;Kawkab Athletic Club de Marrakech;Championnat;Exterieur;1-1
2008-09;;5;Sporting Club Chabab de Mohammedia;Championnat;Domicile;2-0
2008-09;;6;Hassania Union Sport Agadir;Championnat;Exterieur;0-0
2008-09;;7;Olympique Safi;Championnat;Domicile;3-0
2008-09;;8;Forces Armees Royales;Championnat;Exterieur;0-2
2008-09;;9;Moghreb Athletic de Tetouan;Championnat;Domicile;0-0
2008-09;;10;Association Sportive de Sale;Championnat;Exterieur;0-0
2008-09;;11;Raja Club Athletic;Championnat;Domicile;0-0
2008-09;;12;Jeunesse Sportive Massira;Championnat;Exterieur;1-0
2008-09;;13;Ittihad Zemmouri de Khemisset;Championnat;Domicile;0-0
2008-09;;14;Mouloudia Club Oujda;Championnat;Exterieur;1-0
2008-09;;15;Difaa Hassani Jadidi;Championnat;Domicile;0-1
2008-09;;16;Maghreb Association Sportive;Championnat;Domicile;0-0
2008-09;;17;Kenitra Athletic Club;Championnat;Exterieur;1-0
2008-09;;18;Olympique Club de Khouribga;Championnat;Exterieur;1-0
2008-09;;19;Kawkab Athletic Club de Marrakech;Championnat;Domicile;3-0
2008-09;;20;Sporting Club Chabab de Mohammedia;Championnat;Exterieur;2-1
2008-09;;21;Hassania Union Sport Agadir;Championnat;Domicile;2-1
2008-09;;22;Olympique Safi;Championnat;Exterieur;1-1
2008-09;;23;Forces Armees Royales;Championnat;Domicile;0-0
2008-09;;24;Moghreb Athletic de Tetouan;Championnat;Exterieur;0-2
2008-09;;25;Association Sportive de Sale;Championnat;Domicile;1-0
2008-09;;26;Raja Club Athletic;Championnat;Exterieur;1-0
2008-09;;27;Jeunesse Sportive Massira;Championnat;Domicile;3-3
2008-09;;28;Ittihad Zemmouri de Khemisset;Championnat;Exterieur;0-1
